"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Colour_Memory","Light_Behaviour_Note","UV_Stability_Note","Specifier_Warning"
"1045","Ock Grease","#485055","33.5","-2.0","-4.02","4.49","243.5","","","archive","Ock Grease — Machine Oil, #485055, deep muted violet paint, violet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Ock Grease — Machine Oil — deep muted violet #485055. Crushed first-century tegula. Not peach. Not terracotta. The specific ochre-pink. Digby Oldridge.","11","TRUE","Ock Grease takes its register from the Ock valley, a slow chalk stream draining the Vale toward Abingdon. At mid-dark depth it holds the colour of winter sky and flint in winter afternoon light against pale limestone — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: ultramarine or smalt. English seasonal UV stability: very good; ultramarine aluminium silicate is UV-stable. Primary risk on traditional substrates: alkali sensitivity on fresh lime plaster — barrier coat required. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1036","Abingdon Aubergine","#3C1E38","16.4","19.17","-10.66","21.94","330.9","","","archive","Abingdon Aubergine — Guild Hall Dark, #3C1E38, near-black warm plum paint, plum paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Aubergine — Guild Hall Dark — near-black warm plum #3C1E38. Thames riverbed silt at Radcot, the first crossing above Oxford. Iron-rich grave. Digby ...","12","TRUE","Abingdon Aubergine takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At very dark register depth it holds the colour of madder and kermes lake in the early dusk light of the Oxfordshire downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In flat English overcast this reads as a near-void that collapses any adjacent colour toward it; in low winter raking light across Cotswold stone the surface reveals its underlying chromatic axis. Reserve for south-facing walls where winter light can activate it.","Pigment family: iron oxide (haematite/Fe₂O₃). English seasonal UV stability: UV-inert mineral; no hue shift under English seasonal cycling. Primary risk on traditional substrates: binder chalking on lime render after multiple freeze-thaw cycles. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Dark register: at L*=16.4 this colour will absorb heat on south-facing masonry and is incompatible with standard lime wash on un-primed substrates — specify mineral silicate paint or a penetrating primer before application on traditional Cotswold limestone and chalk render. Listed building consent may be required for external colour changes."
"1101","Sparsholt Sloe","#4C4060","29.5","12.57","-17.03","21.16","306.4","Sloe berry pressed and oxidised at Sparsholt. The specific blue-red-black of November hedgerow fruit.","Sloe berry pressed and oxidised at Sparsholt. The specific blue-red-black of November hedgerow fruit.","NEW_v38","Sparsholt Sloe — Berry Dark, #681840, very dark rich crimson paint, crimson paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Sloe — Berry Dark — very dark rich crimson #681840. Sloe berry pressed and oxidised at Sparsholt. The specific blue-red-bl. Digby Oldridge.","13","TRUE","Sparsholt Sloe is drawn from sloe berry pressed and oxidised at sparsholt. the specific blue-red-black of november hedgerow fruit. At very dark register depth it reads in the early dusk light of the Oxfordshire downland, the colour of sloe and manganese violet in the the downland village below the Ridgeway, in the shadow of the White Horse hill.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1048","Sparsholt Sloe Ink","#4A2858","22.6","25.27","-22.68","33.96","318.1","","","archive","Sparsholt Sloe Ink — Blackthorn Dark, #4A2858, dark warm violet paint, violet paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Sloe Ink — Blackthorn Dark — dark warm violet #4A2858. Sloe berries crushed in November, left in cider vinegar for a month. The colour . Digby Oldr...","14","TRUE","Sparsholt Sloe Ink takes its register from the downland village below the Ridgeway, in the shadow of the White Horse hill. At very dark register depth it holds the colour of sloe and manganese violet in the early dusk light of the Oxfordshire downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Dark register: at L*=22.6 this colour will absorb heat on south-facing masonry and is incompatible with standard lime wash on un-primed substrates — specify mineral silicate paint or a penetrating primer before application on traditional Cotswold limestone and chalk render. Listed building consent may be required for external colour changes."
"1013","Bampton Manganese Violet","#7840A0","38.2","42.03","-42.75","59.95","314.5","Manganese violet (manganese ammonium pyrophosphate) — first synthetic violet, 1868. Bampton's medieval textile guild records document purple mordant dyeing using local mineral deposits.","Mn(NH4)(P2O7). First produced 1868 (Leykauf, Nuremberg). The first stable synthetic violet — before this, purple required Tyrian purple or mixed recipes. Bampton's textile heritage provides the forensic root.","NEW_EXTRACTION","Bampton Manganese Violet — Archive Trace, #7840A0, dark vivid plum paint, plum paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Bampton Manganese Violet — Archive Trace — dark vivid plum #7840A0. Mn(NH4)(P2O7). First produced 1868 (Leykauf, Nuremberg). The first sta. Digby Oldridge.","15","TRUE","Bampton Manganese Violet is drawn from manganese violet (manganese ammonium pyrophosphate) — first synthetic violet, 1868. bampton's medieval textile guild records document purple mordant dyeing using local mineral deposits. At mid-dark depth it reads in the early dusk light of the Oxfordshire downland, the colour of sloe and manganese violet in the the Cotswold stone market town on the edge of the floodplain, with its morris dancing tradition.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"442","1086 Weld Madder","#8A7090","50.7","16.27","-13.58","21.19","320.2","","","archive","1086 Weld Madder — Archive Trace, #8A7090, deep soft plum paint, plum paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1086 Weld Madder — Archive Trace — deep soft plum #8A7090. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","16","TRUE","Recorded in the Domesday Book of 1086 — 1086 Weld Madder takes its register from the Domesday survey of 1086, which recorded the Oxfordshire landscape in its first written inventory. At mid-tone depth it holds the colour of sloe and manganese violet in the early dusk light of the Oxfordshire downland — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: manganese violet or organic lake. English seasonal UV stability: moderate; verify pigment concentration before external deployment. Primary risk on traditional substrates: gradual bathochromic shift toward blue-grey under prolonged UV exposure. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"554","Abingdon Glaze","#3C5C5A","36.7","-12.16","-2.59","12.44","192.0","","","archive","Abingdon Glaze — Archive Trace, #3C5C5A, dark soft teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Glaze — Archive Trace — dark soft teal #3C5C5A. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","17","TRUE","Abingdon Glaze takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At mid-dark depth it holds the colour of copper patina and teal water in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1026","Chrysocolla Corallian Blue","#027F7E","47.9","-28.9","-7.86","29.95","195.2","","","archive","Chrysocolla Corallian Blue — Archive Trace, #027F7E, deep warm teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Chrysocolla Corallian Blue — Archive Trace — deep warm teal #027F7E. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","18","TRUE","Chrysocolla Corallian Blue takes its register from the Corallian limestone ridge, where blue-green mineral staining runs through the oolite. At mid-tone depth it holds the colour of copper patina and teal water in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1023","English Verditer Silver Works","#319097","54.9","-24.86","-11.82","27.53","205.4","","","archive","English Verditer Silver Works — Archive Trace, #319097, mid warm teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","English Verditer Silver Works — Archive Trace — mid warm teal #319097. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","19","TRUE","English Verditer Silver Works takes its register from the English vernacular tradition, the craft knowledge accumulated in the county's building stock. At mid-tone depth it holds the colour of copper patina and teal water in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1029","Abingdon Aqua","#00BFB7","69.9","-41.08","-7.35","41.73","190.1","","","archive","Abingdon Aqua — Market House Copper, #00BFB7, light rich teal paint, teal paint colour, teal paint, verdigris paint, copper green, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Abingdon Aqua — Market House Copper — light rich teal #00BFB7. Market House Copper. Digby Oldridge British colour archive.","20","TRUE","Abingdon Aqua takes its register from the ancient market town at the confluence of the Ock and Thames, with a surviving abbey gateway. At light depth it holds the colour of copper patina and teal water in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","In bright English summer light this advances toward its warmest reading; in winter diffuse overcast the chroma recedes and the tone reads as quieter and more neutral. Works well on south-facing limestone where the light activates it fully.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1034","Coleshill Bottle","#1A3828","20.8","-15.77","6.6","17.09","157.3","","","archive","Coleshill Bottle — Ice House Green, #1A3828, very dark soft green paint, green paint colour, heritage green paint, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Coleshill Bottle — Ice House Green — very dark soft green #1A3828. Ice House Green. Digby Oldridge British colour archive.","21","TRUE","Coleshill Bottle takes its register from the Coleshill estate, the last of the great Berkshire houses on the Corallian ridge. At very dark register depth it holds the colour of verdigris and river algae in the raking morning light on a north-facing render — a specific chromatic moment in the Oxfordshire landscape, extracted and fixed in the archive.","Holds its depth under English diffuse light and advances slightly in the low-angled October and November sun; on north-facing renders it reads as its true self, stable and unshifted. In bright July noon on limestone it contracts perceptibly.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Dark register: at L*=20.8 this colour will absorb heat on south-facing masonry and is incompatible with standard lime wash on un-primed substrates — specify mineral silicate paint or a penetrating primer before application on traditional Cotswold limestone and chalk render. Listed building consent may be required for external colour changes."
"1011","Wittenham Viridian","#1A7860","44.9","-32.65","5.64","33.13","170.2","Viridian (chromium oxide dihydrate) — post-1838 synthetic pigment. Wittenham Clumps viewpoint pigment — the exact colour of the Thames Valley seen from height on a clear September morning.","Cr2O3·2H2O. First synthesised 1838, Pannetier, Paris. The first truly permanent, lightfast mid-green. Named from the view from Wittenham Clumps — the definitive Oxfordshire vantage point.","NEW_EXTRACTION","Wittenham Viridian — Archive Trace, #1A7860, deep warm green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wittenham Viridian — Archive Trace — deep warm green #1A7860. Cr2O3·2H2O. First synthesised 1838, Pannetier, Paris. The first truly . Digby Oldridge.","22","TRUE","Wittenham Viridian is drawn from viridian (chromium oxide dihydrate) — post-1838 synthetic pigment. wittenham clumps viewpoint pigment — the exact colour of the thames valley seen from height on a clear september morning. At mid-dark depth it reads in the raking morning light on a north-facing render, the colour of copper patina and teal water in the Wittenham Clumps, the twin hills above the Thames at Dorchester, Iron Age in origin.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1006","Radcot Verdigris","#2E8C6A","52.3","-35.92","10.26","37.35","164.1","Verdigris — copper acetate formed on bronze fittings at Radcot Bridge (earliest Thames bridge, C12th). Scraped and traded as pigment. Roman through medieval standard.","Basic copper acetate Cu(CH3COO)2·Cu(OH)2. The original green — used continuously from Roman to Georgian periods. Radcot Bridge copper fittings provided the extraction context.","NEW_EXTRACTION","Radcot Verdigris — Archive Trace, #2E8C6A, mid rich green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Radcot Verdigris — Archive Trace — mid rich green #2E8C6A. Basic copper acetate Cu(CH3COO)2·Cu(OH)2. The original green — used co. Digby Oldridge.","23","TRUE","Radcot Verdigris is drawn from verdigris — copper acetate formed on bronze fittings at radcot bridge (earliest thames bridge, c12th). scraped and traded as pigment. roman through medieval standard. At mid-tone depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the medieval bridge at Radcot, the oldest Thames crossing, where the navigation irons green with age.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
"1007","Uffington Malachite","#1E9050","52.7","-45.73","25.43","52.32","150.9","Malachite — copper carbonate mineral. Bronze Age copper-working at Uffington (White Horse hill fort area). Pre-Roman pigment, the earliest bright green in English use.","Cu2CO3(OH)2. Mined and ground from copper deposits associated with Bronze Age metalworking sites on the Berkshire Downs. Pre-dates woad as the primary green.","NEW_EXTRACTION","Uffington Malachite — Archive Trace, #1E9050, mid vivid green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Malachite — Archive Trace — mid vivid green #1E9050. Cu2CO3(OH)2. Mined and ground from copper deposits associated with Bro. Digby Oldridge.","24","TRUE","Uffington Malachite is drawn from malachite — copper carbonate mineral. bronze age copper-working at uffington (white horse hill fort area). pre-roman pigment, the earliest bright green in english use. At mid-tone depth it reads in the raking morning light on a north-facing render, the colour of verdigris and river algae in the the Iron Age hillfort above the White Horse, chalk visible through the turf at every rain.","The mid-tone register that performs most consistently across the English seasonal range — from February flat overcast to July noon. On Cotswold oolite it warms slightly; on chalk render it reads cooler. Most reliable for north and east-facing elevations.","Pigment family: chromium oxide or earth green. English seasonal UV stability: excellent; inorganic mineral pigments unaffected by English UV levels. Primary risk on traditional substrates: vapour-trapping if film-forming binder used on lime render. Specify vapour-permeable binder (Sd < 0.05 m) on lime render and chalk-based plasters.","Standard heritage specification: confirm vapour-permeability (Sd < 0.05 m) before applying to traditional lime render, chalk plaster, or Cotswold limestone. Film-forming binders are incompatible with active lime substrates and rising damp conditions common in the Oxfordshire clay vale. Listed building applications require conservation officer approval."
