"id","Brand_Name","Hex_Code","L","a","b","C","h","Material_Source","Extraction_Note","v_flag","SEO_Keywords","SEO_Description","Sequence","Hero50","Tropical_Adaptation_Note","Vision_Model_Anchor","Tropical_Red_Team_Warning"
"844","Knighton Farm — Archive Trace","#CECBA6","81.06","-5.05","18.87","19.534","104.98","","","archive","Knighton Farm — Archive Trace, #CECBA6, pale soft olive paint, olive paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Knighton Farm — Archive Trace — pale soft olive #CECBA6. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=81.06): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=19.534 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Knighton Farm — Archive Trace (#CECBA6) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"845","Longcot Farm Stone — Archive Trace","#D6CAA9","81.51","-1.11","18.0","18.034","93.53","","","archive","Longcot Farm Stone — Archive Trace, #D6CAA9, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Longcot Farm Stone — Archive Trace — pale soft gold #D6CAA9. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=81.51): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=18.034 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Longcot Farm Stone — Archive Trace (#D6CAA9) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"846","Goosey Farm Stone — Archive Trace","#D0C5A5","79.65","-1.33","17.46","17.511","94.36","","","archive","Goosey Farm Stone — Archive Trace, #D0C5A5, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Goosey Farm Stone — Archive Trace — pale soft gold #D0C5A5. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=79.65): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=17.511 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Goosey Farm Stone — Archive Trace (#D0C5A5) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"847","Watchfield Stone — Archive Trace","#D4CAAB","81.39","-1.56","16.74","16.813","95.32","","","archive","Watchfield Stone — Archive Trace, #D4CAAB, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Watchfield Stone — Archive Trace — pale soft gold #D4CAAB. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=81.39): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=16.813 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Watchfield Stone — Archive Trace (#D4CAAB) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"848","Fawler Farm Stone — Archive Trace","#D1C6A7","80.03","-1.18","16.93","16.971","93.99","","","archive","Fawler Farm Stone — Archive Trace, #D1C6A7, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Fawler Farm Stone — Archive Trace — pale soft gold #D1C6A7. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=80.03): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=16.971 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Fawler Farm Stone — Archive Trace (#D1C6A7) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"849","Hatford Farm — Archive Trace","#D3C7A9","80.49","-0.67","16.54","16.554","92.32","","","archive","Hatford Farm — Archive Trace, #D3C7A9, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Hatford Farm — Archive Trace — pale soft gold #D3C7A9. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=80.49): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=16.554 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Hatford Farm — Archive Trace (#D3C7A9) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"850","Stanford Stone — Archive Trace","#D0C5A6","79.67","-1.18","16.95","16.991","93.98","","","archive","Stanford Stone — Archive Trace, #D0C5A6, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Stanford Stone — Archive Trace — pale soft gold #D0C5A6. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=79.67): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=16.991 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Stanford Stone — Archive Trace (#D0C5A6) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"851","Fernham Farm — Archive Trace","#D6CAA8","81.49","-1.26","18.5","18.543","93.9","","","archive","Fernham Farm — Archive Trace, #D6CAA8, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Fernham Farm — Archive Trace — pale soft gold #D6CAA8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=81.49): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=18.543 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Fernham Farm — Archive Trace (#D6CAA8) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"852","Childrey Farm — Archive Trace","#D2C7A9","80.41","-1.04","16.41","16.443","93.63","","","archive","Childrey Farm — Archive Trace, #D2C7A9, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Childrey Farm — Archive Trace — pale soft gold #D2C7A9. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=80.41): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=16.443 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Childrey Farm — Archive Trace (#D2C7A9) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"853","Sparsholt Farm — Archive Trace","#D4C9AC","81.15","-0.89","15.88","15.905","93.21","","","archive","Sparsholt Farm — Archive Trace, #D4C9AC, pale soft gold paint, gold paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Sparsholt Farm — Archive Trace — pale soft gold #D4C9AC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=81.15): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=15.905 the moderate chroma responds well to shaded or north-facing exterior placement where chromatic integrity is maintained over multi-year cycles. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Sparsholt Farm — Archive Trace (#D4C9AC) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"854","Alfred's Scabbard — Archive Trace","#D0D8E0","85.96","-1.18","-4.87","5.011","256.38","","","archive","Alfred's Scabbard — Archive Trace, #D0D8E0, very pale grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Alfred's Scabbard — Archive Trace — very pale grey #D0D8E0. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-reflectance register: at L*=85.96 this surface generates significant glare loading in sustained equatorial irradiation; monitor for TiO₂ photocatalytic binder chalking in high-UVI environments and specify encapsulated (alumina/silica-coated) TiO₂ formulations with breathable lime-based binders on traditional masonry substrates.","","Review glare-comfort thresholds before specifying Alfred's Scabbard — Archive Trace (#D0D8E0) on pedestrian-adjacent elevations in high-UVI zones; at L*=85.96 glare loading on south-facing masonry may exceed comfort thresholds, and TiO₂ photocatalytic chalking without encapsulated pigment formulations will produce a powdery surface deposit that destroys paint film integrity while the colour appears superficially unchanged."
"855","Ridgeway Haze — Archive Trace","#C8D2DC","83.73","-1.45","-6.11","6.28","256.65","","","archive","Ridgeway Haze — Archive Trace, #C8D2DC, very pale muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Ridgeway Haze — Archive Trace — very pale muted cobalt #C8D2DC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=83.73): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.28 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Ridgeway Haze — Archive Trace (#C8D2DC) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"856","Vale Winter Sky — Archive Trace","#C4CED8","82.29","-1.46","-6.13","6.301","256.6","","","archive","Vale Winter Sky — Archive Trace, #C4CED8, pale muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Winter Sky — Archive Trace — pale muted cobalt #C4CED8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=82.29): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.301 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Vale Winter Sky — Archive Trace (#C4CED8) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"857","Uffington Pale Blue — Archive Trace","#CCDAE4","86.3","-2.75","-6.52","7.076","247.13","","","archive","Uffington Pale Blue — Archive Trace, #CCDAE4, very pale muted slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Pale Blue — Archive Trace — very pale muted slate blue #CCDAE4. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-reflectance register: at L*=86.3 this surface generates significant glare loading in sustained equatorial irradiation; monitor for TiO₂ photocatalytic binder chalking in high-UVI environments and specify encapsulated (alumina/silica-coated) TiO₂ formulations with breathable lime-based binders on traditional masonry substrates.","","Review glare-comfort thresholds before specifying Uffington Pale Blue — Archive Trace (#CCDAE4) on pedestrian-adjacent elevations in high-UVI zones; at L*=86.3 glare loading on south-facing masonry may exceed comfort thresholds, and TiO₂ photocatalytic chalking without encapsulated pigment formulations will produce a powdery surface deposit that destroys paint film integrity while the colour appears superficially unchanged."
"858","Manger Pale Sky — Archive Trace","#CAD2DC","83.87","-0.8","-5.88","5.934","262.25","","","archive","Manger Pale Sky — Archive Trace, #CAD2DC, very pale grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Manger Pale Sky — Archive Trace — very pale grey #CAD2DC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=83.87): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=5.934 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Manger Pale Sky — Archive Trace (#CAD2DC) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"859","Dragon Pale Sky — Archive Trace","#C8D2DA","83.67","-1.85","-5.12","5.444","250.13","","","archive","Dragon Pale Sky — Archive Trace, #C8D2DA, very pale grey paint, grey paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Dragon Pale Sky — Archive Trace — very pale grey #C8D2DA. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=83.67): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=5.444 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Dragon Pale Sky — Archive Trace (#C8D2DA) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"860","Wayland Pale Haze — Archive Trace","#CCDAE2","86.24","-3.14","-5.54","6.368","240.46","","","archive","Wayland Pale Haze — Archive Trace, #CCDAE2, very pale muted slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland Pale Haze — Archive Trace — very pale muted slate blue #CCDAE2. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-reflectance register: at L*=86.24 this surface generates significant glare loading in sustained equatorial irradiation; monitor for TiO₂ photocatalytic binder chalking in high-UVI environments and specify encapsulated (alumina/silica-coated) TiO₂ formulations with breathable lime-based binders on traditional masonry substrates.","","Review glare-comfort thresholds before specifying Wayland Pale Haze — Archive Trace (#CCDAE2) on pedestrian-adjacent elevations in high-UVI zones; at L*=86.24 glare loading on south-facing masonry may exceed comfort thresholds, and TiO₂ photocatalytic chalking without encapsulated pigment formulations will produce a powdery surface deposit that destroys paint film integrity while the colour appears superficially unchanged."
"861","1086 Sky — Archive Trace","#C6D0DA","83.01","-1.45","-6.12","6.289","256.67","","","archive","1086 Sky — Archive Trace, #C6D0DA, very pale muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","1086 Sky — Archive Trace — very pale muted cobalt #C6D0DA. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=83.01): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.289 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying 1086 Sky — Archive Trace (#C6D0DA) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"862","Cherbury Pale Sky — Archive Trace","#CADAE4","86.16","-3.39","-6.74","7.545","243.3","","","archive","Cherbury Pale Sky — Archive Trace, #CADAE4, very pale muted slate blue paint, slate blue paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Cherbury Pale Sky — Archive Trace — very pale muted slate blue #CADAE4. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","High-reflectance register: at L*=86.16 this surface generates significant glare loading in sustained equatorial irradiation; monitor for TiO₂ photocatalytic binder chalking in high-UVI environments and specify encapsulated (alumina/silica-coated) TiO₂ formulations with breathable lime-based binders on traditional masonry substrates.","","Review glare-comfort thresholds before specifying Cherbury Pale Sky — Archive Trace (#CADAE4) on pedestrian-adjacent elevations in high-UVI zones; at L*=86.16 glare loading on south-facing masonry may exceed comfort thresholds, and TiO₂ photocatalytic chalking without encapsulated pigment formulations will produce a powdery surface deposit that destroys paint film integrity while the colour appears superficially unchanged."
"863","Segsbury Pale Blue — Archive Trace","#C9D2DC","83.8","-1.13","-5.99","6.096","259.32","","","archive","Segsbury Pale Blue — Archive Trace, #C9D2DC, very pale muted cobalt paint, cobalt paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Segsbury Pale Blue — Archive Trace — very pale muted cobalt #C9D2DC. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=83.8): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=6.096 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Segsbury Pale Blue — Archive Trace (#C9D2DC) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"864","Monastic Tile-Glaze — Archive Trace","#A8C0B8","75.75","-9.73","1.27","9.813","172.56","","","archive","Monastic Tile-Glaze — Archive Trace, #A8C0B8, pale muted green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Monastic Tile-Glaze — Archive Trace — pale muted green #A8C0B8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=75.75): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=9.813 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Monastic Tile-Glaze — Archive Trace (#A8C0B8) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"865","Thames Spring Teal — Archive Trace","#9AB4AE","71.26","-10.1","0.06","10.1","179.66","","","archive","Thames Spring Teal — Archive Trace, #9AB4AE, light muted teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Thames Spring Teal — Archive Trace — light muted teal #9AB4AE. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=71.26): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=10.1 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Thames Spring Teal — Archive Trace (#9AB4AE) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"866","Saxon Bronze Light — Archive Trace","#A0B4B0","71.72","-7.68","-0.31","7.686","182.31","","","archive","Saxon Bronze Light — Archive Trace, #A0B4B0, light muted teal paint, teal paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, luxury paint colour, Britain in colour","Saxon Bronze Light — Archive Trace — light muted teal #A0B4B0. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=71.72): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=7.686 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Saxon Bronze Light — Archive Trace (#A0B4B0) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"867","Vale Pale Teal — Archive Trace","#AABEB8","75.35","-8.0","0.69","8.03","175.07","","","archive","Vale Pale Teal — Archive Trace, #AABEB8, pale muted green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Vale Pale Teal — Archive Trace — pale muted green #AABEB8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=75.35): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=8.03 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Vale Pale Teal — Archive Trace (#AABEB8) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"868","Uffington Spring — Archive Trace","#A4BAB2","73.69","-9.11","1.5","9.233","170.65","","","archive","Uffington Spring — Archive Trace, #A4BAB2, light muted green paint, green paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Uffington Spring — Archive Trace — light muted green #A4BAB2. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=73.69): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=9.233 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Uffington Spring — Archive Trace (#A4BAB2) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
"869","Wayland's Dawn — Archive Trace","#E0C0B8","80.18","10.1","8.23","13.029","39.17","","","archive","Wayland's Dawn — Archive Trace, #E0C0B8, pale soft brick red paint, brick red paint colour, Digby Oldridge, British heritage paint, Oxfordshire colour, Oxfordshire heritage colour, luxury paint colour, Britain in colour","Wayland's Dawn — Archive Trace — pale soft brick red #E0C0B8. From the Digby Oldridge Archive, Britain in colour before it was sanitised.","","FALSE","Standard architectural specification for mid-tone register (L*=80.18): ensure vapour-permeability (Sd < 0.05 m) on traditional lime and coral-stone substrates; specify UV-stabilised acrylic or silicone-modified alkyd binders with penetrating silane primer on porous masonry. At C*=13.029 the near-neutral chroma makes binder durability rather than pigment photostability the primary long-term maintenance variable. Substrate sealing with penetrating silane is mandatory before application in high-humidity coastal environments.","","Ensure full substrate compatibility before specifying Wayland's Dawn — Archive Trace (#E0C0B8) on heritage masonry; traditional mineral binders (lime wash, silicate paint) are recommended on lime render and coral stone — film-forming acrylics on un-primed porous substrates trap moisture vapour, causing hydrostatic delamination within a single wet season in high-humidity coastal environments."
